Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,SalePrice_log
703,902110080,60,60.0,3378,7,8,1946,1992,0.0,3,4,3,3,0,0,0.0,0,0.0,651.0,651.0,4,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,8,2,4,1947.0,1,1.0,240.0,3,3,1,0,0,126,0,0,0,0,0,9,2009,135000,11.813037464800539
704,902134120,50,56.0,10134,5,5,1910,1950,0.0,3,3,2,3,0,0,0.0,0,0.0,801.0,801.0,4,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,8,0,0,1979.0,0,0.0,0.0,0,0,0,80,0,244,0,0,0,0,0,7,2009,103000,11.542493975902508
705,902135020,20,60.0,6000,4,4,1953,1953,0.0,2,3,2,3,0,0,0.0,0,0.0,936.0,936.0,3,936,0,0,936,0.0,0.0,1,0,2,1,3,4,6,0,0,1974.0,1,2.0,576.0,3,3,2,0,32,112,0,0,0,0,0,2,2009,93000,11.440365524765756
706,902201110,50,50.0,6000,5,7,1950,1970,0.0,3,5,3,3,0,3,384.0,0,0.0,384.0,768.0,3,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,8,0,0,1950.0,1,1.0,308.0,3,3,2,0,12,0,0,0,0,0,0,3,2009,129500,11.771443882099637
707,902202150,190,50.0,6000,5,4,1954,1954,0.0,3,3,3,3,0,0,0.0,0,0.0,811.0,811.0,3,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,8,0,0,1954.0,1,1.0,256.0,3,3,2,0,0,0,0,0,0,0,0,11,2009,93000,11.440365524765756
708,902204080,30,62.0,7404,4,6,1920,1950,0.0,3,3,2,3,0,0,0.0,0,0.0,861.0,861.0,3,861,0,0,861,0.0,0.0,1,0,2,1,3,5,8,0,0,1920.0,1,2.0,288.0,3,3,0,0,0,128,0,0,0,0,0,11,2009,80000,11.289794413577894
709,902205010,30,50.0,5925,2,4,1940,1950,0.0,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,2,612,0,0,612,0.0,0.0,1,0,1,1,3,4,8,0,0,1965.0,1,1.0,308.0,3,2,0,0,0,25,0,0,0,0,0,10,2009,45000,10.714439990727769
710,902205030,50,50.0,5925,3,6,1910,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,600.0,600.0,2,600,368,0,968,0.0,0.0,1,0,2,1,3,6,8,0,0,1979.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,5,2009,37900,10.542732775946709
711,902206260,30,50.0,5784,5,8,1938,1996,0.0,3,3,2,3,0,0,0.0,0,0.0,190.0,190.0,4,886,0,0,886,0.0,0.0,1,0,2,1,3,4,8,0,0,1938.0,1,1.0,273.0,3,3,2,144,20,80,0,0,0,0,0,12,2009,91300,11.421917019425596
712,902207170,30,60.0,8520,5,8,1923,1950,0.0,4,3,2,3,0,0,0.0,0,0.0,624.0,624.0,3,792,0,0,792,0.0,0.0,1,0,2,1,3,5,8,0,0,1963.0,1,1.0,287.0,3,3,2,0,0,81,0,0,0,0,0,2,2009,99500,11.507922973347437
713,902300090,190,33.0,4456,4,5,1920,2008,0.0,3,3,3,3,0,0,0.0,0,0.0,736.0,736.0,4,736,716,0,1452,0.0,0.0,2,0,2,3,3,8,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,102,0,0,0,0,0,6,2009,113000,11.635151947212842
714,902301060,70,60.0,9600,4,4,1910,1950,0.0,4,4,2,3,0,0,0.0,0,0.0,677.0,677.0,3,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,8,0,0,1974.0,1,2.0,720.0,3,3,0,0,0,160,0,0,0,0,0,6,2009,87500,11.37940550085183
715,902301080,50,50.0,3500,5,7,1947,1950,0.0,3,3,3,3,0,1,312.0,0,0.0,408.0,720.0,3,720,564,0,1284,0.0,0.0,1,1,2,1,3,5,8,0,0,1948.0,1,1.0,240.0,3,3,2,0,35,0,0,0,0,0,0,4,2009,110000,11.608244735642321
716,902325070,75,90.0,8100,5,5,1898,1965,0.0,3,3,3,3,0,0,0.0,0,0.0,849.0,849.0,3,1075,1063,0,2138,0.0,0.0,2,0,2,3,3,11,8,0,0,1910.0,1,2.0,360.0,2,1,0,40,156,0,0,0,0,0,0,11,2009,106000,11.571203807011969
717,902326030,70,65.0,11700,7,7,1880,2003,0.0,4,3,3,2,0,0,0.0,0,0.0,1240.0,1240.0,3,1320,1320,0,2640,0.0,0.0,1,1,4,1,4,8,8,1,4,1950.0,1,4.0,864.0,3,3,0,181,0,386,0,0,0,0,0,5,2009,265979,12.491176396967154
718,902327070,70,70.0,8400,6,7,1900,1950,0.0,3,3,2,4,1,0,0.0,0,0.0,917.0,917.0,4,1090,917,0,2007,0.0,0.0,2,0,3,1,5,8,8,0,0,1930.0,1,1.0,357.0,3,3,2,0,235,0,0,0,0,0,0,6,2009,160000,11.982935344196433
719,902329080,70,60.0,3600,6,7,1917,2007,0.0,3,3,3,3,0,0,0.0,0,0.0,624.0,624.0,5,664,624,0,1288,1.0,0.0,1,0,3,1,5,5,8,1,4,1917.0,1,1.0,280.0,3,3,0,0,103,0,0,0,0,0,0,5,2009,119000,11.686887175419702
720,902330040,70,121.0,17671,8,9,1882,1986,0.0,4,4,3,3,0,3,216.0,0,0.0,700.0,916.0,4,916,826,0,1742,0.0,0.0,1,1,4,1,4,8,8,1,4,1925.0,1,2.0,424.0,3,3,1,0,169,0,0,0,0,0,0,11,2009,168000,12.031725210748633
721,902331010,30,68.0,3300,4,3,1910,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,624.0,624.0,5,816,0,0,816,0.0,0.0,1,0,2,1,3,5,8,1,4,1979.0,0,0.0,0.0,0,0,0,0,33,0,0,0,0,0,0,6,2009,58500,10.97679912709094
722,902401130,70,50.0,9000,7,9,1920,1988,0.0,3,4,3,3,0,4,624.0,0,0.0,26.0,650.0,5,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,8,0,0,1930.0,1,2.0,324.0,3,3,2,0,0,0,0,0,0,0,0,7,2009,143000,11.870606902224587
723,902402150,30,60.0,7200,5,4,1910,2006,0.0,3,3,3,3,0,4,247.0,2,465.0,310.0,1022.0,3,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,3,0,0,1956.0,1,1.0,280.0,3,3,2,0,30,226,0,0,0,0,0,6,2009,85000,11.350418300109132
724,902405100,50,98.0,8820,5,6,1890,1996,0.0,3,3,3,3,0,1,1088.0,0,0.0,0.0,1088.0,3,1188,561,120,1869,0.0,0.0,1,0,2,1,3,7,8,0,0,1963.0,1,2.0,456.0,3,3,2,48,0,244,0,0,0,0,0,9,2009,124900,11.735276702486741
725,902405120,50,60.0,5400,6,6,1920,1950,0.0,2,3,3,3,0,0,0.0,0,0.0,972.0,972.0,5,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,8,0,0,1920.0,1,1.0,207.0,2,3,2,0,0,176,0,0,0,0,0,9,2009,119000,11.686887175419702
726,902406070,70,60.0,9720,6,7,1910,2002,0.0,3,3,3,3,0,0,0.0,0,0.0,741.0,741.0,5,780,741,0,1521,0.0,0.0,1,0,4,1,4,8,8,0,0,1950.0,1,3.0,640.0,3,3,2,0,0,238,0,0,0,0,0,9,2009,146500,11.89478753335453
727,902477120,30,60.0,7879,4,5,1920,1950,0.0,3,3,3,3,0,2,495.0,0,0.0,225.0,720.0,3,720,0,0,720,0.0,0.0,1,0,2,1,3,4,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,523,115,0,0,0,0,0,11,2009,34900,10.460270761075149
728,902477130,30,72.0,9392,3,3,1900,1950,0.0,3,2,2,3,0,0,0.0,0,0.0,245.0,245.0,3,797,0,0,797,0.0,0.0,1,0,2,1,3,5,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,36,94,0,0,0,0,0,9,2009,44000,10.691967639914864
729,903200080,70,144.0,21384,5,6,1923,2004,0.0,3,3,3,3,3,5,1309.0,0,0.0,15.0,1324.0,5,1072,504,0,1576,2.0,0.0,1,1,3,1,4,6,8,1,3,1923.0,2,2.0,528.0,3,3,2,0,312,0,0,0,0,0,0,5,2009,223500,12.317171167298682
730,903201020,30,68.0,6615,6,6,1923,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,1022.0,1022.0,3,1432,0,0,1432,0.0,0.0,1,0,3,1,4,6,8,1,4,1923.0,1,1.0,216.0,2,3,2,266,61,0,0,0,0,0,0,9,2009,149000,11.91170829631447
731,903201080,50,55.0,7264,7,7,1925,2007,0.0,4,4,3,3,0,0,0.0,0,0.0,952.0,952.0,4,952,596,0,1548,0.0,0.0,2,1,3,1,5,5,8,0,0,1978.0,1,2.0,672.0,3,3,2,74,0,0,0,144,0,0,0,10,2009,205000,12.230770136157428
732,903202170,70,50.0,4960,5,7,1930,1982,0.0,3,3,3,3,0,0,0.0,0,0.0,297.0,297.0,5,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,8,1,4,1955.0,1,1.0,336.0,3,3,0,244,60,0,0,0,0,0,0,5,2009,137000,11.827743504053695
733,903205040,30,68.0,8854,6,6,1916,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,952.0,952.0,2,952,0,0,952,0.0,0.0,1,0,2,1,2,4,8,1,4,1916.0,1,1.0,192.0,2,1,1,0,98,0,0,40,0,0,0,5,2009,121000,11.703554089007538
734,903226130,50,50.0,6000,4,6,1936,1950,0.0,3,3,3,3,0,3,672.0,0,0.0,0.0,672.0,3,757,567,0,1324,0.0,0.0,1,0,3,1,3,6,8,0,0,1936.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,7,2009,128000,11.759793355371237
735,903226170,50,50.0,6000,6,9,1937,2000,0.0,4,3,3,3,0,0,0.0,0,0.0,698.0,698.0,3,786,390,0,1176,0.0,0.0,1,0,2,1,3,4,8,0,0,1999.0,1,2.0,624.0,3,3,0,210,0,0,0,0,0,0,0,7,2009,134900,11.812296455066814
736,903227070,50,50.0,6000,5,8,1925,1997,0.0,3,3,3,3,0,0,0.0,0,0.0,884.0,884.0,5,884,464,0,1348,1.0,0.0,1,0,3,1,3,5,8,1,2,1960.0,1,1.0,216.0,3,3,0,0,0,208,0,0,0,0,0,5,2009,117000,11.669937760751914
737,903227090,50,50.0,6000,6,6,1939,1950,0.0,3,2,3,3,0,0,0.0,0,0.0,780.0,780.0,5,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,8,1,4,1939.0,1,1.0,280.0,3,3,2,45,0,0,0,0,0,0,0,5,2009,132500,11.794345471549745
738,903228070,50,60.0,6000,5,5,1924,1950,444.0,3,3,3,3,0,2,220.0,0,0.0,248.0,468.0,4,822,320,0,1142,0.0,0.0,1,0,3,1,3,6,8,0,0,1924.0,3,1.0,320.0,3,3,2,0,0,98,0,0,0,0,0,6,2009,93000,11.440365524765756
739,903228120,45,50.0,6000,6,7,1926,2004,0.0,4,3,3,3,0,0,0.0,0,0.0,884.0,884.0,4,904,0,0,904,0.0,0.0,1,0,2,1,3,4,8,0,0,1926.0,1,1.0,180.0,3,3,2,0,0,105,0,0,0,0,0,1,2009,119000,11.686887175419702
740,903230100,30,60.0,6911,5,5,1924,1950,0.0,3,3,3,3,1,1,405.0,0,0.0,740.0,1145.0,3,1301,0,0,1301,0.0,0.0,1,0,2,1,2,5,7,0,0,1965.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,10,2009,100000,11.51293546492023
741,903231010,50,51.0,6120,5,6,1936,1950,0.0,3,2,3,3,0,0,0.0,0,0.0,927.0,927.0,3,1067,472,0,1539,0.0,0.0,1,1,3,1,3,5,8,0,0,1995.0,1,2.0,576.0,3,3,2,112,0,0,0,0,0,0,0,4,2009,141500,11.860062063178267
742,903231030,50,51.0,6120,4,7,1935,1995,0.0,3,3,3,3,0,0,0.0,0,0.0,884.0,884.0,5,989,584,0,1573,0.0,0.0,1,0,3,1,4,6,8,0,0,1935.0,1,1.0,240.0,3,3,2,0,0,54,0,120,0,0,0,7,2009,133000,11.798111925972618
743,903231060,30,51.0,6120,2,3,1936,1950,0.0,2,2,3,2,0,0,0.0,0,0.0,264.0,264.0,2,800,0,0,800,0.0,0.0,1,0,1,1,2,4,4,1,1,1979.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2009,60000,11.002116507732017
744,903231130,30,51.0,6120,5,7,1931,1993,0.0,3,3,3,3,0,3,209.0,0,0.0,506.0,715.0,3,875,0,0,875,1.0,0.0,1,0,2,1,3,5,8,0,0,1931.0,1,1.0,180.0,2,3,2,48,0,0,0,0,0,0,0,11,2009,105000,11.561725152903833
745,903232060,30,51.0,6120,5,6,1925,1999,0.0,3,3,3,3,0,0,0.0,0,0.0,960.0,960.0,4,995,0,0,995,0.0,0.0,1,0,2,1,3,5,8,0,0,1926.0,1,1.0,264.0,3,3,2,0,15,51,0,0,0,0,0,3,2009,115000,11.652696102959753
746,903234220,50,51.0,6120,5,6,1938,1950,0.0,3,3,3,2,0,1,273.0,0,0.0,679.0,952.0,3,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,8,1,4,1938.0,1,1.0,250.0,2,3,2,189,0,34,150,0,0,0,0,2,2009,150000,11.918397239722838
747,903236040,30,50.0,8635,5,5,1925,1950,0.0,3,2,3,3,0,1,134.0,0,0.0,938.0,1072.0,3,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,8,0,0,1982.0,1,5.0,1184.0,2,3,1,0,0,105,0,0,0,0,0,8,2009,126500,11.748005492256807
748,903400220,75,68.0,11888,6,6,1916,1994,0.0,3,3,3,3,0,0,0.0,0,0.0,844.0,844.0,4,1445,689,0,2134,0.0,0.0,2,0,5,1,4,10,8,0,0,1930.0,1,2.0,441.0,3,3,2,0,60,268,0,0,0,0,0,7,2009,214500,12.276069679344003
749,903425245,70,60.0,11414,7,8,1910,1993,0.0,3,4,4,3,0,0,0.0,0,0.0,728.0,728.0,3,1136,883,0,2019,0.0,0.0,1,0,3,1,4,8,8,0,0,1997.0,1,2.0,532.0,3,3,2,509,135,0,0,0,0,0,0,10,2009,167500,12.02874460037869
750,903427120,70,57.0,8094,6,6,1915,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,1048.0,1048.0,4,1048,720,0,1768,0.0,0.0,2,0,3,1,3,8,8,0,0,1930.0,1,2.0,576.0,2,2,2,0,0,150,0,0,0,0,0,6,2009,155000,11.951186847493476
751,903429080,70,50.0,2500,7,8,1915,2005,0.0,4,3,3,3,0,4,299.0,0,0.0,611.0,910.0,5,916,910,0,1826,1.0,0.0,1,1,4,1,5,7,6,1,4,1915.0,1,1.0,164.0,2,2,2,0,0,0,0,0,0,0,0,6,2009,155000,11.951186847493476
752,903429110,70,68.0,9928,7,8,1915,1994,0.0,3,4,3,3,0,0,0.0,0,0.0,672.0,672.0,2,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,6,0,0,1915.0,1,1.0,216.0,3,3,0,24,28,0,0,0,0,0,400,6,2009,179900,12.100161978566867
753,903430060,75,92.0,5520,6,6,1912,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,755.0,755.0,5,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,8,0,0,1979.0,0,0.0,0.0,0,0,2,0,198,30,0,0,0,0,0,7,2009,104000,11.552155793461898
754,903430070,90,50.0,3000,5,1,1922,1950,0.0,3,3,3,2,0,0,0.0,0,0.0,1040.0,1040.0,3,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,2,0,0,1979.0,0,0.0,0.0,0,0,2,0,56,0,0,0,0,0,0,9,2009,62500,11.042937835596494
755,903451090,70,57.0,6876,6,5,1927,1950,0.0,3,3,3,2,0,3,522.0,0,0.0,198.0,720.0,2,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,8,0,0,1927.0,1,1.0,316.0,3,3,2,0,0,213,0,0,0,0,0,8,2009,149000,11.91170829631447
756,903458170,30,52.0,6240,4,5,1925,1950,0.0,3,3,3,3,0,3,152.0,0,0.0,628.0,780.0,3,848,0,360,1208,0.0,0.0,1,0,2,1,3,5,8,0,0,1962.0,1,2.0,539.0,3,3,2,0,23,112,0,0,0,0,0,1,2009,103000,11.542493975902508
757,903475100,70,68.0,5775,6,7,1915,2002,0.0,3,3,3,3,0,0,0.0,0,0.0,483.0,483.0,5,741,686,0,1427,0.0,0.0,1,0,3,1,4,7,8,0,0,1915.0,1,1.0,379.0,3,3,2,0,24,112,0,0,0,0,0,2,2009,123000,11.719947764402807
758,903476090,190,41.0,5852,7,5,1902,2000,188.0,3,2,3,2,0,2,169.0,0,0.0,851.0,1020.0,3,978,886,0,1864,0.0,0.0,2,1,6,1,3,9,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,188,102,0,0,0,0,0,5,2009,97500,11.487617913343598
759,903481120,50,60.0,5160,6,6,1927,1950,0.0,3,2,3,3,0,0,0.0,0,0.0,1204.0,1204.0,3,1204,462,0,1666,0.0,0.0,1,0,3,1,3,4,8,0,0,1927.0,1,1.0,384.0,2,3,2,0,0,148,0,0,0,0,0,8,2009,135000,11.813037464800539
760,903481130,85,86.0,5160,4,6,1923,1950,0.0,3,4,4,2,2,3,749.0,2,63.0,46.0,858.0,3,892,0,0,892,1.0,0.0,1,0,1,1,4,5,6,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,105,0,160,0,0,0,7,2009,70000,11.156264806643742
761,903484110,190,60.0,10320,6,7,1915,1965,0.0,3,4,3,3,0,2,276.0,4,262.0,160.0,698.0,5,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,8,0,0,1915.0,1,1.0,308.0,3,3,2,0,0,288,0,0,0,0,0,2,2009,116000,11.661354090741
762,904100190,20,50.0,4280,4,9,1946,2001,0.0,3,4,2,3,0,0,0.0,0,0.0,560.0,560.0,5,704,0,0,704,0.0,1.0,1,0,2,1,2,4,8,0,0,1946.0,1,1.0,220.0,3,3,2,0,0,24,0,0,0,0,0,9,2009,88750,11.393589974879816
763,904301060,90,60.0,10800,5,5,1987,1988,0.0,3,3,4,4,3,5,1200.0,0,0.0,0.0,1200.0,3,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,8,0,0,1979.0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,0,3,2009,179000,12.095146671399466
764,904301070,90,60.0,10800,5,5,1987,1988,0.0,3,4,4,4,3,5,1200.0,0,0.0,0.0,1200.0,3,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,8,0,0,1979.0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,0,3,2009,179000,12.095146671399466
765,904301100,90,68.0,10547,5,5,1978,1978,0.0,3,3,4,4,3,5,1152.0,0,0.0,0.0,1152.0,3,1152,0,0,1152,2.0,0.0,2,0,2,2,3,6,8,0,0,1960.0,1,1.0,252.0,3,2,0,0,0,0,0,0,0,0,0,7,2009,159900,11.982310152711182
766,904301375,30,68.0,10020,1,1,1922,1950,0.0,2,2,2,1,3,3,350.0,0,0.0,333.0,683.0,4,904,0,0,904,1.0,0.0,0,1,1,1,2,4,4,0,0,1979.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,3,2009,61000,11.0186455364637
767,904351200,70,54.0,6629,6,6,1925,1950,0.0,3,4,3,3,0,3,551.0,0,0.0,121.0,672.0,3,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,8,0,0,1930.0,1,1.0,300.0,3,3,2,147,0,0,0,0,0,0,0,7,2009,103600,11.548302261270587
768,904351240,50,60.0,9780,5,3,1934,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,585.0,585.0,3,687,425,0,1112,1.0,0.0,2,0,4,1,3,6,8,0,0,1934.0,1,1.0,226.0,1,1,0,0,0,0,0,0,0,0,0,3,2009,63000,11.050905878263567
769,905101260,80,70.0,12886,5,6,1963,1999,0.0,3,3,4,3,2,4,444.0,0,0.0,76.0,520.0,5,1464,0,0,1464,0.0,1.0,2,0,3,1,3,6,6,1,3,1997.0,2,2.0,480.0,3,3,2,302,0,0,0,100,0,0,0,10,2009,175000,12.07254696717504
770,905101490,20,80.0,8816,5,6,1963,1963,0.0,3,3,3,3,0,2,651.0,0,0.0,470.0,1121.0,3,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,8,0,0,1963.0,1,2.0,480.0,3,3,2,0,80,0,0,0,0,0,0,6,2009,139000,11.842236406331555
771,905103040,60,70.0,11184,6,5,1978,1978,92.0,3,3,3,3,0,1,226.0,2,500.0,192.0,918.0,4,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,8,1,3,1978.0,2,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,7,2009,172500,12.058158312538197
772,905103070,20,75.0,11625,5,6,1967,1967,172.0,3,3,3,3,0,3,527.0,0,0.0,525.0,1052.0,3,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,8,1,1,1984.0,3,1.0,668.0,3,3,2,0,215,0,0,0,0,0,0,4,2009,113500,11.63956692643747
773,905105190,20,65.0,7800,5,7,1967,2004,89.0,3,3,3,3,0,4,450.0,0,0.0,414.0,864.0,5,899,0,0,899,0.0,0.0,1,0,3,1,4,5,8,0,0,1967.0,3,1.0,288.0,3,3,2,64,0,0,0,0,0,0,0,6,2009,130000,11.775297421715827
774,905107310,85,68.0,8014,6,5,1978,1978,23.0,3,3,4,3,3,5,456.0,0,0.0,0.0,456.0,3,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,8,1,2,1978.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,149900,11.917730355182513
775,905108190,85,68.0,7252,5,5,1982,1982,0.0,3,3,4,3,2,5,685.0,0,0.0,173.0,858.0,3,858,0,0,858,1.0,0.0,1,0,2,1,3,5,8,0,0,1983.0,1,2.0,576.0,3,3,2,120,0,0,0,0,0,0,0,4,2009,134900,11.812296455066814
776,905108220,85,74.0,8740,5,6,1982,1982,0.0,3,3,3,3,2,4,672.0,0,0.0,168.0,840.0,3,860,0,0,860,1.0,0.0,1,0,2,1,3,4,8,0,0,1996.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,7,2009,137000,11.827743504053695
777,905200220,20,68.0,11616,5,5,1962,1962,116.0,3,3,3,3,0,1,170.0,3,670.0,252.0,1092.0,3,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,8,1,1,1962.0,1,1.0,288.0,3,3,2,0,20,144,0,0,0,0,0,9,2009,139000,11.842236406331555
778,905200260,80,88.0,15400,5,5,1961,1961,0.0,3,3,3,4,0,0,0.0,0,0.0,552.0,552.0,3,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,8,1,3,1961.0,1,1.0,384.0,3,3,2,290,40,0,0,0,0,0,0,7,2009,165000,12.013706813470414
779,905200350,80,88.0,15312,6,5,1960,1960,54.0,3,3,3,3,2,3,588.0,0,0.0,550.0,1138.0,5,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,8,1,3,1960.0,2,2.0,480.0,3,3,2,0,0,0,0,140,0,0,0,3,2009,148000,11.904974309480183
780,905225090,80,68.0,15584,5,5,1956,1956,366.0,3,3,3,3,1,0,0.0,0,0.0,825.0,825.0,5,2071,0,0,2071,0.0,1.0,1,1,4,1,3,9,8,1,3,1956.0,1,1.0,336.0,3,3,2,131,28,0,0,0,0,0,0,10,2009,165000,12.013706813470414
781,905228050,20,68.0,9000,2,2,1947,1950,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,2,660,0,0,660,0.0,0.0,1,0,2,1,2,5,6,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,6,2009,63900,11.065090289695444
782,905229040,50,68.0,11250,4,5,1957,1989,0.0,3,3,3,3,2,0,0.0,0,0.0,1104.0,1104.0,5,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,6,2,3,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,0,11,2009,161500,11.992266613576142
783,905325020,20,65.0,25095,5,8,1968,2003,0.0,3,3,3,3,3,5,1324.0,0,0.0,113.0,1437.0,5,1473,0,0,1473,2.0,0.0,1,0,1,1,5,5,8,2,4,1968.0,1,1.0,452.0,3,3,2,0,48,0,0,60,0,0,0,6,2009,143000,11.870606902224587
784,905377010,20,68.0,17140,4,6,1956,1956,0.0,3,3,3,3,0,4,1059.0,0,0.0,75.0,1134.0,5,1229,0,0,1229,0.0,0.0,1,0,3,1,3,6,8,0,0,1956.0,2,1.0,284.0,3,3,2,0,0,0,0,0,0,0,0,4,2009,135000,11.813037464800539
785,905377130,30,68.0,12342,4,5,1940,1950,0.0,3,3,3,3,0,3,262.0,0,0.0,599.0,861.0,5,861,0,0,861,0.0,0.0,1,0,1,1,3,4,8,0,0,1961.0,1,2.0,539.0,3,3,2,158,0,0,0,0,0,0,0,3,2009,82500,11.320565693461432
786,905401100,20,68.0,10708,5,5,1955,1993,0.0,4,3,3,3,0,1,379.0,3,768.0,470.0,1617.0,5,1867,0,0,1867,1.0,0.0,1,0,2,1,3,7,8,3,4,1955.0,3,1.0,303.0,3,3,2,476,0,0,0,142,0,0,0,11,2009,190000,12.154784614286667
787,905402060,20,68.0,13680,3,5,1955,1955,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,1733,0,0,1733,0.0,0.0,2,0,4,1,3,8,6,1,4,1955.0,1,2.0,452.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,139600,11.846543632608535
788,905402070,20,68.0,15635,4,5,1954,1954,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1383,0,0,1383,0.0,0.0,1,0,2,1,3,6,5,0,0,1980.0,1,2.0,498.0,2,3,2,0,0,90,0,110,0,0,0,10,2009,122000,11.711784520403112
789,905450020,20,73.0,9855,6,5,1956,1956,0.0,3,3,3,3,0,0,0.0,0,0.0,1436.0,1436.0,2,1689,0,0,1689,0.0,0.0,1,0,3,1,3,7,8,1,4,1956.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,11,2009,127500,11.755879486687116
790,905451300,20,68.0,9571,5,5,1956,1956,0.0,3,3,3,3,0,2,257.0,0,0.0,816.0,1073.0,3,1073,0,0,1073,1.0,0.0,1,0,2,1,3,5,8,0,0,1956.0,1,1.0,340.0,3,3,2,0,0,0,0,0,0,0,0,2,2009,121500,11.707677772181546
791,905451340,20,68.0,9571,5,3,1958,1958,0.0,3,2,3,2,0,0,0.0,0,0.0,1276.0,1276.0,3,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,5,0,0,1958.0,1,1.0,350.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,60000,11.002116507732017
792,905452040,60,50.0,9350,6,7,1946,1950,0.0,3,3,3,3,0,3,342.0,0,0.0,405.0,747.0,5,892,747,0,1639,0.0,0.0,1,1,3,1,4,6,8,1,4,1946.0,1,1.0,240.0,3,3,2,0,50,0,0,0,0,0,0,7,2009,154400,11.947308393235778
